expiry/tenor,0.5,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,15.0,20.0,25.0,30.0,40.0
0.25,0.0020219412068759146,0.001258873585189225,0.0016155961464169378,0.0022541554013335114,0.002833763663340187,0.0031814304226608545,0.0033643718957251036,0.003440614086529508,0.0035189379785188508,0.003533231180217075,0.003559850464396262,0.003504659113986929,0.0034817329907654965,0.003478386017416897,0.0034712931861632787,0.0034680824338787775
0.5,0.0020546514123214667,0.0014985159731660872,0.0019510239046639894,0.002528072926922603,0.0030965498821531735,0.0034961765094731413,0.0036167423289854886,0.003700968470689422,0.0037715257497453448,0.003827947469574535,0.0038679702013411773,0.0037727855647086334,0.0037316649241769893,0.003734074627555049,0.0036981680505887003,0.003690548173717298
0.75,0.001932548959838674,0.0017840070010669363,0.0023631699549239286,0.002938562124011277,0.0034514173452892508,0.0038081179188668383,0.00388298148241557,0.003987184748884219,0.004034189658443965,0.00406600627549543,0.004113139271438887,0.003995215855314589,0.00392644018999797,0.0038992344043592177,0.0038612778846071182,0.003853992632245285
1.0,0.0017791805681742392,0.0021077531682670396,0.0027715268352873404,0.0033689341915239005,0.0037832647003375663,0.004039255551429958,0.004149264838408663,0.004255803396985179,0.0042711241464733546,0.004300688759932463,0.0043126705923748525,0.004192762376915626,0.00411291145369491,0.004063533455046977,0.004010478291684365,0.00400051662975584
1.5,0.002710685036994838,0.002885630892649867,0.003495418876684216,0.003988349561463046,0.004346162799195958,0.004478606070140995,0.004583453422840611,0.004644404312128427,0.004638484291377389,0.00464983603822102,0.004639273249988034,0.004492483912253597,0.00438530804397137,0.0043382696791605495,0.00429164715191678,0.004279675955541554
2.0,0.0035780090394756745,0.0036606807392848407,0.004228460633974453,0.004642882404654942,0.0048552918895756105,0.0049239304241099876,0.0050056635000400316,0.005024387342186566,0.005016066352789161,0.005001996774047449,0.004998031082677517,0.0047918487020347355,0.004683705463853897,0.004615280965149543,0.004567766974906983,0.004548028779758757
3.0,0.004987130218069076,0.004918547412245443,0.0052370072393792405,0.005427241585976533,0.005467535030467937,0.005532349621497141,0.005539239565186795,0.00556328284197326,0.005527976824497234,0.0055062513060167104,0.0054712331385661514,0.005194122020409942,0.005076377105844206,0.0049983260381052,0.0049284973701352475,0.004900008167545682
4.0,0.006014881629284925,0.005803771795657768,0.005881250136695612,0.005922476362560371,0.0059662412184669535,0.005936654995231095,0.005931474376998496,0.005904557899717767,0.00589934315226123,0.005879096575996174,0.005809116380038731,0.005444714890932211,0.005313947615163271,0.00521811152464616,0.005152666541827308,0.005111704234813517
5.0,0.006610647498638547,0.006290093658267203,0.006276765249532554,0.006240656966474114,0.006233100800843802,0.0062136091608600945,0.006204488168203929,0.006154158909354392,0.0061430318145795585,0.006109933051744455,0.006040945717924589,0.00562524075986307,0.005472524948437463,0.00535666776366128,0.0053062378421941244,0.0052550935032943625
6.0,0.006890978228834234,0.00647448402058461,0.006438495973707156,0.006397920596229704,0.006362228863834208,0.006305941809869138,0.00631098844668582,0.006263799100327216,0.006233943728322818,0.00620735725798586,0.006132084656534166,0.005695044959408498,0.0055481562045920675,0.005414358054331995,0.005355833063816342,0.005290915370102803
7.0,0.00694223987116982,0.006661504719844612,0.006563243492095974,0.006499875952959886,0.006432158865584226,0.006402545419541016,0.0063785771435879825,0.006332713495865609,0.006295104216931692,0.006265185509012207,0.00621233181870958,0.005760962830204114,0.005565483319708058,0.0054594633333699075,0.005381939362791264,0.005330470975137599
8.0,0.007024215452424734,0.00668874733117369,0.0065957606103172525,0.00653810995957599,0.006467284798732477,0.0064212149530789055,0.0064071828096669906,0.006378490823738589,0.006274375509496173,0.006274246558488991,0.006246113242063883,0.005790745710141259,0.005577599964567957,0.005447285004449547,0.005379635689613675,0.005323415653296517
9.0,0.006984962207836133,0.006683061715710823,0.006543906208167865,0.006528395575077175,0.00647990750532951,0.006422818323598206,0.0064083596261654534,0.006350551939200919,0.0063196011870675734,0.00624820937848542,0.006247204109043857,0.005775207990078203,0.005563588587863633,0.005439043032600072,0.005373683410949997,0.005281680389352336
10.0,0.006822895205391179,0.006651733341456889,0.006517478837286609,0.0065000185079833435,0.006437404838043372,0.0064220747798337694,0.006368540001902613,0.006352939655674957,0.00627616591888206,0.0062561622976970216,0.006244978884277401,0.00576737747656261,0.005536655490015447,0.005407920774035969,0.005345504128345041,0.005293993092142154
15.0,0.006017262965438996,0.006178265259697956,0.006110486131375948,0.006089122684185282,0.006018759318944874,0.006001524398865466,0.005967441549460453,0.005954937640232263,0.005921988915327345,0.005897107108636477,0.005876460946516892,0.005467523929046391,0.0052272874838341895,0.005084679671439789,0.004998986493851549,0.0049606603718671755
20.0,0.005563540964166482,0.005738115947131479,0.005649851284086237,0.005678499244555095,0.005586968901146776,0.005569107290387998,0.005571954259762687,0.0055334936425434295,0.005500627600424866,0.005485200250217822,0.005468668029996246,0.0050945192060641645,0.004808559605628868,0.004643051541082959,0.004518258762759028,0.004509227914739132
25.0,0.005367825012906182,0.005401357300928185,0.005340163727676734,0.0053234249348771134,0.005269951402037413,0.0052317542154381785,0.005216309489054878,0.005159190418751791,0.005115466098755414,0.005099254064551055,0.005067010241817563,0.0047428442702387216,0.004432029583505034,0.004273425030281923,0.004172020457769288,0.004168840402644711
